int logctl_get(): open '/dev/hwlog_switch' fail -1, 13. Permission denied
Note: log switch off, only log_main and log_events will have logs!
--------- beginning of system
12-20 17:03:26.007  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert lo}
12-20 17:03:26.007  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert lo
12-20 17:03:26.012  1045  1390 D NetdConnector: SND -> {881 bandwidth gettetherstats}
12-20 17:03:26.013  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.014  1045  1389 D NetdConnector: RCV <- {200 881 Tethering stats list completed}
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:03:26.024  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24688571
12-20 17:07:18.020  4451  4821 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 2926
12-20 17:07:18.054  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-698089472
12-20 17:07:18.069  4451  4494 I LocalServer: [2017-12-20 17:07:18.068899 4451 4494] on_server_data: offset=2782560, len=1360
12-20 17:07:18.071  4451  4494 I LocalServer: [2017-12-20 17:07:18.071436 4451 4494] on_server_data: offset=2783920, len=8160
12-20 17:07:18.074  4451  4494 I LocalServer: [2017-12-20 17:07:18.074566 4451 4494] on_server_data: offset=2792080, len=1360
12-20 17:07:18.075  4451  4494 I LocalServer: [2017-12-20 17:07:18.075548 4451 4494] on_server_data: offset=2793440, len=2720
12-20 17:07:18.076  4451  4494 I LocalServer: [2017-12-20 17:07:18.076310 4451 4494] on_server_data: offset=2796160, len=1360
12-20 17:07:18.077  4451  4494 I LocalServer: [2017-12-20 17:07:18.076934 4451 4494] on_server_data: offset=2797520, len=1360
12-20 17:07:18.077  4451  4821 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 2966
12-20 17:07:18.111  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-698089472
12-20 17:07:18.115  4451  4494 I LocalServer: [2017-12-20 17:07:18.115430 4451 4494] on_server_data: offset=2798880, len=2720
12-20 17:07:18.116  4451  4494 I LocalServer: [2017-12-20 17:07:18.116319 4451 4494] on_server_data: offset=2801600, len=1360
12-20 17:07:18.122  4451  4494 I LocalServer: [2017-12-20 17:07:18.122535 4451 4494] on_server_data: offset=2802960, len=1360
12-20 17:07:18.124  4451  4494 I LocalServer: [2017-12-20 17:07:18.124210 4451 4494] on_server_data: offset=2804320, len=2720
12-20 17:07:18.124  4451  4494 I LocalServer: [2017-12-20 17:07:18.124729 4451 4494] on_server_data: offset=2807040, len=1360
12-20 17:07:18.128  4451  4494 I LocalServer: [2017-12-20 17:07:18.128460 4451 4494] on_server_data: offset=2808400, len=4080
12-20 17:07:18.128  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-698089472
12-20 17:07:18.128  4451  4494 I LocalServer: [2017-12-20 17:07:18.128900 4451 4494] on_server_data: offset=2812480, len=8160
12-20 17:07:18.129  4451  4494 I LocalServer: [2017-12-20 17:07:18.129700 4451 4494] on_server_data: offset=2820640, len=1360
12-20 17:07:18.130  4451  4494 I LocalServer: [2017-12-20 17:07:18.130003 4451 4494] on_server_data: offset=2822000, len=4080
12-20 17:07:18.143  4451  4821 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 3006
12-20 17:07:18.156  4451  4821 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 3046
12-20 17:07:18.166  4451  4494 I LocalServer: [2017-12-20 17:07:18.166454 4451 4494] on_server_data: offset=2826080, len=1360
12-20 17:07:18.168  4451  4494 I LocalServer: [2017-12-20 17:07:18.168820 4451 4494] on_server_data: offset=2827440, len=1360
12-20 17:07:18.169  4451  4494 I LocalServer: [2017-12-20 17:07:18.169381 4451 4494] on_server_data: offset=2828800, len=1360
12-20 17:07:18.174  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-698089472
12-20 17:07:18.176  4451  4494 I LocalServer: [2017-12-20 17:07:18.175944 4451 4494] on_server_data: offset=2830160, len=1360
12-20 17:07:18.176  4451  4494 I LocalServer: [2017-12-20 17:07:18.176489 4451 4494] on_server_data: offset=2831520, len=2720
12-20 17:07:18.178  4451  4494 I LocalServer: [2017-12-20 17:07:18.178624 4451 4494] on_server_data: offset=2834240, len=1360
12-20 17:07:18.179  4451  4494 I LocalServer: [2017-12-20 17:07:18.179786 4451 4494] on_server_data: offset=2835600, len=4080
12-20 17:07:18.180  4451  4494 I LocalServer: [2017-12-20 17:07:18.180813 4451 4494] on_server_data: offset=2839680, len=4080
12-20 17:07:18.181  4451  4494 I LocalServer: [2017-12-20 17:07:18.181076 4451 4494] on_server_data: offset=2843760, len=2720
12-20 17:07:18.181  4451  4494 I LocalServer: [2017-12-20 17:07:18.181391 4451 4494] on_server_data: offset=2846480, len=4080
12-20 17:07:18.183  4451  4494 I LocalServer: [2017-12-20 17:07:18.182993 4451 4494] on_server_data: offset=2850560, len=1360
12-20 17:07:18.183  4451  4494 I LocalServer: [2017-12-20 17:07:18.183528 4451 4494] on_server_data: offset=2851920, len=1360
12-20 17:07:18.183  4451  4494 I LocalServer: [2017-12-20 17:07:18.183757 4451 4494] on_server_data: offset=2853280, len=1360
12-20 17:07:18.184  4451  4494 I LocalServer: [2017-12-20 17:07:18.184823 4451 4494] on_server_data: offset=2854640, len=2720
12-20 17:07:18.185  4451  4494 I LocalServer: [2017-12-20 17:07:18.185065 4451 4494] on_server_data: offset=2857360, len=2720
12-20 17:07:18.185  4451  4494 I LocalServer: [2017-12-20 17:07:18.185496 4451 4494] on_server_data: offset=2860080, len=4080
12-20 17:07:18.185   531  1037 W SocketListener: sending broadcast to Pid = 1045, Uid = 1000 
12-20 17:07:18.186  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert wlan0}
12-20 17:07:18.186  1045  1389 D NetdConnector: RCV <- {601 limit alert globalAlert wlan0}
12-20 17:07:18.187  1045  1071 D NetdConnector: RCV unsolicited event from native daemon, event = 601 limit alert globalAlert wlan0
12-20 17:07:18.187  4451  4494 I LocalServer: [2017-12-20 17:07:18.187216 4451 4494] on_server_data: offset=2864160, len=1360
12-20 17:07:18.191  1045  1390 D NetdConnector: SND -> {949 bandwidth gettetherstats}
12-20 17:07:18.192   531  1044 V CommandListener: bwctrlcmd: argc=2 bandwidth gettetherstats ...
12-20 17:07:18.192  1045  1389 D NetdConnector: RCV <- {200 949 Tethering stats list completed}
12-20 17:07:18.193  1045  1389 D NetdConnector: RCV <- {200 949 Tethering stats list completed}
12-20 17:07:18.196  4451  4821 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 3086
12-20 17:07:18.198  1045  1394 D WifiHW  : wifi_send_command: cmd:'IFNAME=wlan0 SIGNAL_POLL'
12-20 17:07:18.199  1767  1767 D wpa_supplicant: wlan0: Control interface command 'SIGNAL_POLL'
12-20 17:07:18.201  1045  1394 E WifiConfigStore: updateConfiguration freq=2457 BSSID=a4:56:02:1e:92:cf RSSI=-44 "360-shipinyun-test-01"WPA_PSK
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory: read stats:
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory: NetworkStats: elapsedRealtime=24920752
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [0] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=281 rxPackets=0 txBytes=860 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=ackground_clean
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [1] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=914 rxPackets=0 txBytes=1437 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=bilesafe:engine
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [2] iface=wlan0 uid=2000 set=ALL tag=0x0 rxBytes=9783 rxPackets=0 txBytes=5104 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=uiautomator
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [3] iface=wlan0 uid=2000 set=ALL tag=0x0 rxBytes=5047 rxPackets=0 txBytes=9783 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=adbd
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [4] iface=wlan0 uid=10008 set=ALL tag=0x0 rxBytes=6192 rxPackets=0 txBytes=1082 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=browser:service
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [5] iface=wlan0 uid=10159 set=ALL tag=0x0 rxBytes=2781 rxPackets=0 txBytes=3995 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=alk:pushservice
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [6] iface=wlan0 uid=10159 set=ALL tag=0x0 rxBytes=30160 rxPackets=0 txBytes=45694 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=juphoon.justalk
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [7] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=2832 rxPackets=0 txBytes=8996 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=bilesafe:report
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [8] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=60903 rxPackets=0 txBytes=3120 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=ilesafe:loader1
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [9] iface=wlan0 uid=10053 set=ALL tag=0x0 rxBytes=2287 rxPackets=0 txBytes=36263 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=ouc:hwbdservice
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [10] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=6158 rxPackets=0 txBytes=37607 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=ilesafe:loader0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [11] iface=wlan0 uid=10127 set=ALL tag=0x0 rxBytes=885 rxPackets=0 txBytes=714 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=t.qqsports:push
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [12] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=480647 rxPackets=0 txBytes=3579 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=bilesafe:update
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [13] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=1384 rxPackets=0 txBytes=709 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=lesafe:WifiExam
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [14] iface=wlan0 uid=10318 set=ALL tag=0x0 rxBytes=17052 rxPackets=0 txBytes=6697 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=ilesafe:permmgr
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [15] iface=wlan0 uid=10127 set=ALL tag=0x0 rxBytes=1302942 rxPackets=0 txBytes=291491 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=encent.qqsports
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [16] iface=wlan0 uid=10122 set=ALL tag=0x0 rxBytes=368880399 rxPackets=0 txBytes=199777813 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=calserverplayer
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [17] iface=wlan0 uid=10120 set=ALL tag=0x0 rxBytes=16457 rxPackets=0 txBytes=7488 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=nt.mm:appbrand0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [18] iface=wlan0 uid=10058 set=ALL tag=0x0 rxBytes=6173 rxPackets=0 txBytes=5305 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=com.huawei.hwid
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [19] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=281 rxPackets=0 txBytes=861 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=store:PluginP06
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [20] iface=wlan0 uid=10107 set=ALL tag=0x0 rxBytes=149460 rxPackets=0 txBytes=4689 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=ger:pushservice
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [21] iface=wlan0 uid=10107 set=ALL tag=0x0 rxBytes=2369128 rxPackets=0 txBytes=113340 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=sdu.didi.psnger
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [22] iface=wlan0 uid=10128 set=ALL tag=0x0 rxBytes=762 rxPackets=0 txBytes=1713 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=re.clone:remote
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [23] iface=wlan0 uid=10128 set=ALL tag=0x0 rxBytes=3747629 rxPackets=0 txBytes=42208 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=.anywhere.clone
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [24] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=3820090 rxPackets=0 txBytes=5235 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=pstore:download
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [25] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=386 rxPackets=0 txBytes=673 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=fe.clean:update
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [26] iface=wlan0 uid=10248 set=ALL tag=0x0 rxBytes=3178 rxPackets=0 txBytes=4431 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=hoo360.accounts
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [27] iface=wlan0 uid=10433 set=ALL tag=0x0 rxBytes=675 rxPackets=0 txBytes=1813 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=plugin.sdk.demo
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [28] iface=wlan0 uid=10008 set=ALL tag=0x0 rxBytes=288722 rxPackets=0 txBytes=42407 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=android.browser
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [29] iface=wlan0 uid=10001 set=ALL tag=0x0 rxBytes=60257 rxPackets=0 txBytes=46835 txPackets=0 operations=0
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:  proc=map.android.ams
12-20 17:07:18.211  1045  1390 D NetworkStatsFactory:   [30] iface=wlan0 uid=10056 set=ALL tag=0x0 rxBytes=14715 rxPackets=0 txBytes=16327 txPackets=0 op
12-20 17:07:18.211  1045  1390 D NetworkStats: mActiveIface: wlan0
12-20 17:07:18.220  4451  4494 I LocalServer: [2017-12-20 17:07:18.220311 4451 4494] on_server_data: offset=2865520, len=1360
12-20 17:07:18.220  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-698089472
12-20 17:07:18.222  4451  4494 I LocalServer: [2017-12-20 17:07:18.222342 4451 4494] on_server_data: offset=2866880, len=2720
12-20 17:07:18.227  4451  4494 I LocalServer: [2017-12-20 17:07:18.227315 4451 4494] on_server_data: offset=2869600, len=1360
12-20 17:07:18.227  4451  4494 I LocalServer: [2017-12-20 17:07:18.227574 4451 4494] on_server_data: offset=2870960, len=1360
12-20 17:07:18.227  4451  4494 I LocalServer: [2017-12-20 17:07:18.227711 4451 4494] on_server_data: offset=2872320, len=1360
12-20 17:07:18.229  1045  1390 D NetworkStats: already record: [juphoon.justalk:com.juphoon.justalk]
12-20 17:07:18.231  4451  4494 I LocalServer: [2017-12-20 17:07:18.231810 4451 4494] on_server_data: offset=2873680, len=1360
12-20 17:07:18.232  4451  4494 I LocalServer: [2017-12-20 17:07:18.232066 4451 4494] on_server_data: offset=2875040, len=1360
12-20 17:07:18.232  4451  4494 I LocalServer: [2017-12-20 17:07:18.232232 4451 4494] on_server_data: offset=2876400, len=1360
12-20 17:07:18.235  4451  4821 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 3126
12-20 17:07:18.237  4451  4494 I LocalServer: [2017-12-20 17:07:18.237315 4451 4494] on_server_data: offset=2877760, len=1360
12-20 17:07:18.237  4451  4494 I LocalServer: [2017-12-20 17:07:18.237688 4451 4494] on_server_data: offset=2879120, len=1360
12-20 17:07:18.238  4451  4494 I LocalServer: [2017-12-20 17:07:18.238256 4451 4494] on_server_data: offset=2880480, len=2720
12-20 17:07:18.238  4451  4494 I LocalServer: [2017-12-20 17:07:18.238472 4451 4494] on_server_data: offset=2883200, len=1360
12-20 17:07:18.238  4451  4494 I LocalServer: [2017-12-20 17:07:18.238704 4451 4494] on_server_data: offset=2884560, len=1360
12-20 17:07:18.238  4451  4494 I LocalServer: [2017-12-20 17:07:18.238957 4451 4494] on_server_data: offset=2885920, len=1360
12-20 17:07:18.239  4451  4494 I LocalServer: [2017-12-20 17:07:18.239307 4451 4494] on_server_data: offset=2887280, len=1360
12-20 17:07:18.239  4451  4494 I LocalServer: [2017-12-20 17:07:18.239474 4451 4494] on_server_data: offset=2888640, len=1360
12-20 17:07:18.239  4451  4494 I LocalServer: [2017-12-20 17:07:18.239723 4451 4494] on_server_data: offset=2890000, len=1360
12-20 17:07:18.239  4451  4494 I LocalServer: [2017-12-20 17:07:18.239894 4451 4494] on_server_data: offset=2891360, len=1360
12-20 17:07:18.242  4451  4494 I LocalServer: [2017-12-20 17:07:18.242460 4451 4494] on_server_data: offset=2892720, len=4080
12-20 17:07:18.242  4451  4494 I LocalServer: [2017-12-20 17:07:18.242728 4451 4494] on_server_data: offset=2896800, len=2720
12-20 17:07:18.244  4451  4494 I LocalServer: [2017-12-20 17:07:18.244824 4451 4494] on_server_data: offset=2899520, len=1360
12-20 17:07:18.245  4451  4494 I LocalServer: [2017-12-20 17:07:18.245535 4451 4494] on_server_data: offset=2900880, len=4080
12-20 17:07:18.246  4451  4494 I LocalServer: [2017-12-20 17:07:18.246802 4451 4494] on_server_data: offset=2904960, len=6800
12-20 17:07:18.247  4451  4494 I LocalServer: [2017-12-20 17:07:18.247814 4451 4494] on_server_data: offset=2911760, len=4080
12-20 17:07:18.256  1045  1390 D NetworkStats: already record: [encent.qqsports:com.tencent.qqsports]
12-20 17:07:18.256  1045  1390 D NetworkStats: already record: [calserverplayer:com.qihoo.livecloud.localserverplayer]
12-20 17:07:18.259  1045  1390 D NetworkStats: already record: [com.huawei.hwid:com.huawei.hwid]
12-20 17:07:18.263  1045  1390 D NetworkStats: already record: [sdu.didi.psnger:com.sdu.didi.psnger]
12-20 17:07:18.266  1045  1390 D NetworkStats: already record: [.anywhere.clone:com.txy.anywhere.clone]
12-20 17:07:18.267  4451  4556 V GL2VideoView.java: [onDrawFrame:263] onDrawFrame=-698089472
12-20 17:07:18.271  4451  4494 I LocalServer: [2017-12-20 17:07:18.271490 4451 4494] on_server_data: offset=2915840, len=1360
12-20 17:07:18.273  4451  4494 I LocalServer: [2017-12-20 17:07:18.273336 4451 4494] on_server_data: offset=2917200, len=1360
12-20 17:07:18.273  1045  1390 D NetworkStats: already record: [plugin.sdk.demo:com.qihoo360.replugin.sdk.demo]
12-20 17:07:18.273  1045  1055 I art     : Object allocation is busy now, so prior to grow the heap. New heap size is 84 MB
12-20 17:07:18.273  1045  1390 D NetworkStats: already record: [android.browser:com.android.browser]
12-20 17:07:18.273  1045  1390 D NetworkStats: already record: [map.android.ams:com.amap.android.ams]
12-20 17:07:18.273  1045  1390 D NetworkStats: already record: [droid.pushagent:com.huawei.android.pushagent]
12-20 17:07:18.275  4451  4494 I LocalServer: [2017-12-20 17:07:18.274976 4451 4494] on_server_data: offset=2918560, len=1360
12-20 17:07:18.275  4451  4494 I LocalServer: [2017-12-20 17:07:18.275217 4451 4494] on_server_data: offset=2919920, len=2720
12-20 17:07:18.278  1045  1390 D NetworkStats: already record: [com.sina.weibo:com.sina.weibo]
12-20 17:07:18.280  4418  4427 I art     : current process_level is : -17
12-20 17:07:18.280  4451  4494 I LocalServer: [2017-12-20 17:07:18.280898 4451 4494] on_server_data: offset=2922640, len=2720
12-20 17:07:18.282  4451  4821 D LiveCloudPlayer.java: [onPlayerMsg:1130] JPLAYER_MSG_VIDEO_IS_READY. para1: 3166
12-20 17:07:18.291  1045  1390 D NetworkStats: already record: [uawei.appmarket:com.huawei.appmarket]
12-20 17:07:18.291  1045  1390 D NetworkStats: already record: [wei.intelligent:com.huawei.intelligent]
